status,year,authors,title,subfield,journal_canonical,journal_tier,in_paper,paper_filename,in_zotero,zotero_key,zotero_collection,norm_key
paper_only,2014,"Berkman, Koch, Westerholm",Informed Trading through the Accounts of Children Trading through the Accounts of Children,investors_capmkt,The Journal of Finance,top_fin,True,"2014 - Berkman, Koch, Westerholm - The Journal of Finance - Informed Trading through the Accounts of Children Trading through the Accounts of Children.pdf",False,,,2014::informed trading through the accounts of children trading through the accounts of children
paper_only,2014,Bonsall,The Impact of Issuer-Pay on Corporate Bond Rating Properties Evidence from Moody׳s and S&P's Initia,credit_ratings,Journal of Accounting and Economics,top_acct,True,2014 - Bonsall - Journal of Accounting and Economics - The Impact of Issuer-Pay on Corporate Bond Rating Properties Evidence from Moody׳s and S&P's Initia.pdf,False,,,2014::the impact of issuer pay on corporate bond rating properties evidence from moody s and s p s initia
paper_only,2014,"Bradley, Clarke, Lee, Ornthanalai",Are Analysts’ Recommendations Informative Intraday Evidence on the Impact of Time Stamp Delays Are,analysts,The Journal of Finance,top_fin,True,"2014 - Bradley, Clarke, Lee, Ornthanalai - The Journal of Finance - Are Analysts’ Recommendations Informative Intraday Evidence on the Impact of Time Stamp Delays Are.pdf",False,,,2014::are analysts recommendations informative intraday evidence on the impact of time stamp delays are
paper_only,2014,"Brochet, Srinivasan",Accountability of Independent Directors Evidence from Firms Subject to Securities Litigation,governance_comp,Journal of Financial Economics,top_fin,True,"2014 - Brochet, Srinivasan - Journal of Financial Economics - Accountability of Independent Directors Evidence from Firms Subject to Securities Litigation.pdf",False,,,2014::accountability of independent directors evidence from firms subject to securities litigation
paper_only,2014,Bushman,Thoughts on Financial Accounting and the Banking Industry,banking,Journal of Accounting and Economics,top_acct,True,2014 - Bushman - Journal of Accounting and Economics - Thoughts on Financial Accounting and the Banking Industry.pdf,False,,,2014::thoughts on financial accounting and the banking industry
paper_only,2014,"Chen, De, Hu, Hwang",Wisdom of Crowds The Value of Stock Opinions Transmitted Through Social Media,unknown,Review of Financial Studies,top_fin,True,"2014 - Chen, De, Hu, Hwang - Review of Financial Studies - Wisdom of Crowds The Value of Stock Opinions Transmitted Through Social Media.pdf",False,,,2014::wisdom of crowds the value of stock opinions transmitted through social media
paper_only,2014,"Chen, Podolski, Rhee, Veeraraghavan",Local Gambling Preferences and Corporate Innovative Success,unknown,Journal of Financial and Quantitative Analysis,top_fin,True,"2014 - Chen, Podolski, Rhee, Veeraraghavan - Journal of Financial and Quantitative Analysis - Local Gambling Preferences and Corporate Innovative Success.pdf",False,,,2014::local gambling preferences and corporate innovative success
paper_only,2014,"Chen, Shane",Changes in cash persistence and pricing implications,unknown,Journal of Accounting Research,top_acct,True,"2014 - Chen, Shane - Journal of Accounting Research - Changes in cash persistence and pricing implications.pdf",False,,,2014::changes in cash persistence and pricing implications
paper_only,2014,"Custódio, Metzger",Financial Expert Ceos Ceo׳s Work Experience and Firm׳s Financial Policies,governance_comp,Journal of Financial Economics,top_fin,True,"2014 - Custódio, Metzger - Journal of Financial Economics - Financial Expert Ceos Ceo׳s Work Experience and Firm׳s Financial Policies.pdf",False,,,2014::financial expert ceos ceo s work experience and firm s financial policies
paper_only,2014,"Dass, Kini, Nanda, Onal, Wang",Board Expertise Do Directors from Related Industries Help Bridge the Information Gap,governance_comp,Review of Financial Studies,top_fin,True,"2014 - Dass, Kini, Nanda, Onal, Wang - Review of Financial Studies - Board Expertise Do Directors from Related Industries Help Bridge the Information Gap.pdf",False,,,2014::board expertise do directors from related industries help bridge the information gap
paper_only,2014,"Defond, Zhang",The Timeliness of the Bond Market Reaction to Bad Earnings News,debt_capital_structure,Contemporary Accounting Research,top_acct,True,"2014 - Defond, Zhang - Contemporary Accounting Research - The Timeliness of the Bond Market Reaction to Bad Earnings News.pdf",False,,,2014::the timeliness of the bond market reaction to bad earnings news
paper_only,2014,"Dell, Jones, Olken",What Do We Learn from the Weather The New Climate-Economy Literature,esg_csr,unknown,unknown,True,"2014 - Dell, Jones, Olken - Journal of Economic Literature - What Do We Learn from the Weather The New Climate-Economy Literature.pdf",False,,,2014::what do we learn from the weather the new climate economy literature
paper_only,2014,"Dewan, Ramaprasad","Social Media, Traditional Media, and Music Sales",unknown,unknown,unknown,True,"2014 - Dewan, Ramaprasad - MIS Quarterly - Social Media, Traditional Media, and Music Sales.pdf",False,,,2014::social media traditional media and music sales
paper_only,2014,"Drake, Guest, Twedt",The Media and Mispricing The Role of the Business Press in the Pricing of Accounting Information,unknown,The Accounting Review,top_acct,True,"2014 - Drake, Guest, Twedt - The Accounting Review - The Media and Mispricing The Role of the Business Press in the Pricing of Accounting Information.pdf",False,,,2014::the media and mispricing the role of the business press in the pricing of accounting information
paper_only,2014,"Erkens, Subramanyam, Zhang",Affiliated Banker on Board and Conservative Accounting,governance_comp,The Accounting Review,top_acct,True,"2014 - Erkens, Subramanyam, Zhang - The Accounting Review - Affiliated Banker on Board and Conservative Accounting.pdf",False,,,2014::affiliated banker on board and conservative accounting
paper_only,2014,"Fich, Starks, Yore",Ceo Deal-Making Activities and Compensation,governance_comp,Journal of Financial Economics,top_fin,True,"2014 - Fich, Starks, Yore - Journal of Financial Economics - Ceo Deal-Making Activities and Compensation.pdf",False,,,2014::ceo deal making activities and compensation
paper_only,2014,"Hilary, Hsu, Wang",Management forecast consistency,analysts,Journal of Accounting Research,top_acct,True,"2014 - Hilary, Hsu, Wang - Journal of Accounting Research - Management forecast consistency.pdf",False,,,2014::management forecast consistency
paper_only,2014,"Hoberg, Phillips, Prabhala","Product Market Threats, Payouts, and Financial Flexibility Product Market Threats, Payouts, and Fin",unknown,The Journal of Finance,top_fin,True,"2014 - Hoberg, Phillips, Prabhala - The Journal of Finance - Product Market Threats, Payouts, and Financial Flexibility Product Market Threats, Payouts, and Fin.pdf",False,,,2014::product market threats payouts and financial flexibility product market threats payouts and fin
paper_only,2014,"Huang, Zang, Zheng",Evidence on the Information Content of Text in Analyst Reports,analysts,The Accounting Review,top_acct,True,"2014 - Huang, Zang, Zheng - The Accounting Review - Evidence on the Information Content of Text in Analyst Reports.pdf",False,,,2014::evidence on the information content of text in analyst reports
paper_only,2014,"Ishii, Xuan",Acquirer-Target Social Ties and Merger Outcomes,mergers_acquisitions,Journal of Financial Economics,top_fin,True,"2014 - Ishii, Xuan - Journal of Financial Economics - Acquirer-Target Social Ties and Merger Outcomes.pdf",False,,,2014::acquirer target social ties and merger outcomes
paper_only,2014,Jacobsen,The Death of the Deal Are Withdrawn Acquisition Deals Informative of Ceo Quality,governance_comp,Journal of Financial Economics,top_fin,True,2014 - Jacobsen - Journal of Financial Economics - The Death of the Deal Are Withdrawn Acquisition Deals Informative of Ceo Quality.pdf,False,,,2014::the death of the deal are withdrawn acquisition deals informative of ceo quality
paper_only,2014,"Jung, Lee, Weber",Financial Reporting Quality and Labor Investment Efficiency,unknown,Contemporary Accounting Research,top_acct,True,"2014 - Jung, Lee, Weber - Contemporary Accounting Research - Financial Reporting Quality and Labor Investment Efficiency.pdf",False,,,2014::financial reporting quality and labor investment efficiency
paper_only,2014,"Kacperczyk, Nieuwerburgh, Veldkamp",Time-Varying Fund Manager Skill Time-Varying Fund Manager Skill,unknown,The Journal of Finance,top_fin,True,"2014 - Kacperczyk, Nieuwerburgh, Veldkamp - The Journal of Finance - Time-Varying Fund Manager Skill Time-Varying Fund Manager Skill.pdf",False,,,2014::time varying fund manager skill time varying fund manager skill
paper_only,2014,Otto,Ceo Optimism and Incentive Compensation,governance_comp,Journal of Financial Economics,top_fin,True,2014 - Otto - Journal of Financial Economics - Ceo Optimism and Incentive Compensation.pdf,False,,,2014::ceo optimism and incentive compensation
paper_only,2014,"Ozsoylev, Walden, Yavuz, Bildik",Investor Networks in the Stock Market,unknown,Review of Financial Studies,top_fin,True,"2014 - Ozsoylev, Walden, Yavuz, Bildik - Review of Financial Studies - Investor Networks in the Stock Market.pdf",False,,,2014::investor networks in the stock market
paper_only,2014,"Rose, Wieladek",Financial Protectionism First Evidence,unknown,The Journal of Finance,top_fin,True,"2014 - Rose, Wieladek - The Journal of Finance - Financial Protectionism First Evidence.pdf",False,,,2014::financial protectionism first evidence
paper_only,2014,"Savor, Wilson",Asset Pricing A Tale of Two Days,investors_capmkt,Journal of Financial Economics,top_fin,True,"2014 - Savor, Wilson - Journal of Financial Economics - Asset Pricing A Tale of Two Days.pdf",False,,,2014::asset pricing a tale of two days
paper_only,2014,"Tambe, Hitt",Measuring Information Technology Spillovers,unknown,unknown,unknown,True,"2014 - Tambe, Hitt - Information Systems Research - Measuring Information Technology Spillovers.pdf",False,,,2014::measuring information technology spillovers
paper_only,2014,"Tan, Ying Wang, Zhou","When the Use of Positive Language Backfires The Joint Effect of Tone, Readability, and Investor Sop",disclosure,Journal of Accounting Research,top_acct,True,"2014 - Tan, Ying Wang, Zhou - Journal of Accounting Research - When the Use of Positive Language Backfires The Joint Effect of Tone, Readability, and Investor Sop.pdf",False,,,2014::when the use of positive language backfires the joint effect of tone readability and investor sop
paper_only,2014,Vermeer et al.,Organizational Form and Accounting Choice Are Nonprofit or for-Profit Managers More Aggressive,unknown,unknown,unknown,True,2014 - Vermeer et al. - Organizational Form and Accounting Choice Are Nonprofit or for-Profit Managers More Aggressive.pdf,False,,,2014::organizational form and accounting choice are nonprofit or for profit managers more aggressive
paper_only,2014,Xia,Can Investor-Paid Credit Rating Agencies Improve the Information Quality of Issuer-Paid Rating Agenc,credit_ratings,Journal of Financial Economics,top_fin,True,2014 - Xia - Journal of Financial Economics - Can Investor-Paid Credit Rating Agencies Improve the Information Quality of Issuer-Paid Rating Agenc.pdf,False,,,2014::can investor paid credit rating agencies improve the information quality of issuer paid rating agenc
paper_only,2014,"Şahin, Song, Topa, Violante",Mismatch Unemployment,unknown,American Economic Review,top_gen,True,"2014 - Şahin, Song, Topa, Violante - American Economic Review - Mismatch Unemployment.pdf",False,,,2014::mismatch unemployment
paper_only,2013,Manso,Feedback Effects of Credit Ratings,credit_ratings,Journal of Financial Economics,top_fin,True,2013 - Manso - Journal of Financial Economics - Feedback Effects of Credit Ratings.pdf,False,,,2013::feedback effects of credit ratings
paper_only,2013,"Stieglitz, Dang-Xuan",Emotions and Information Diffusion in Social Media—Sentiment of Microblogs and Sharing Behavior,unknown,Journal of Management Information Systems,other,True,"2013 - Stieglitz, Dang-Xuan - Journal of Management Information Systems - Emotions and Information Diffusion in Social Media—Sentiment of Microblogs and Sharing Behavior.pdf",False,,,2013::emotions and information diffusion in social media sentiment of microblogs and sharing behavior
paper_only,2013,"Strebulaev, Yang",The Mystery of Zero-Leverage Firms,debt_capital_structure,Journal of Financial Economics,top_fin,True,"2013 - Strebulaev, Yang - Journal of Financial Economics - The Mystery of Zero-Leverage Firms.pdf",False,,,2013::the mystery of zero leverage firms
paper_only,2013,Tan,"Creditor Control Rights, State of Nature Verification, and Financial Reporting Conservatism",debt_capital_structure,Journal of Accounting and Economics,top_acct,True,"2013 - Tan - Journal of Accounting and Economics - Creditor Control Rights, State of Nature Verification, and Financial Reporting Conservatism.pdf",False,,,2013::creditor control rights state of nature verification and financial reporting conservatism
paper_only,2013,White,Credit Rating Agencies An Overview,credit_ratings,Annual Review of Financial Economics,other_fin,True,2013 - White - Annual Review of Financial Economics - Credit Rating Agencies An Overview.pdf,False,,,2013::credit rating agencies an overview
paper_only,2013,Yim,The Acquisitiveness of Youth Ceo Age and Acquisition Behavior,governance_comp,Journal of Financial Economics,top_fin,True,2013 - Yim - Journal of Financial Economics - The Acquisitiveness of Youth Ceo Age and Acquisition Behavior.pdf,False,,,2013::the acquisitiveness of youth ceo age and acquisition behavior
zotero_only,2026,"Zhi, Weijia",Do Nature-Loving CEOs Make the World Greener?,governance_comp,,,False,,True,FMU6MP6Z,integrity_propaganda_audit+english,2026::do nature loving ceos make the world greener
zotero_only,2026,"DeFond, Mark; Hung, Mingyi; Wang, Emily Jing",The Impact of Mandatory Sustainability Reporting on Institutional Investment: The Role of Reporting Location,esg_csr,,,False,,True,IJUB8TUY,integrity_propaganda_audit,2026::the impact of mandatory sustainability reporting on institutional investment the role of reporting location
zotero_only,2026,"Khurana, Inder K.; Li, Bing; Yeung, Kelvin; Yu, Elisha J.",Audit partners' cultural trust and audit outcomes,audit,,,False,,True,ZNCEEGBN,integrity_propaganda_audit+english,2026::audit partners cultural trust and audit outcomes
zotero_only,2026,"He, Xianjie; Pittman, Jeffrey; Sun, Shuwei; Zhuang, Zili",The Importance of Conscientiousness to Audit Quality: Engagement Partner Graduate Thesis Typos and Audit Adjustments,audit,,,False,,True,3JNFHBRW,integrity_propaganda_audit+english,2026::the importance of conscientiousness to audit quality engagement partner graduate thesis typos and audit adjustments
zotero_only,2026,"Sharma, Divesh S.; Wu, Liansheng; Xing, Qiuhang",Do School Alma Mater Ties Between Engagement and Review Partners Threaten Audit Firm Quality Control? Evidence from Audit Adjustments,audit,,,False,,True,T3HJI3TA,integrity_propaganda_audit+english,2026::do school alma mater ties between engagement and review partners threaten audit firm quality control evidence from audit adjustments
zotero_only,2026,,Do Consulting Services Affect Audit Quality? Evidence from the Workforce,audit,,,False,,True,HCRTQM5R,english,2026::do consulting services affect audit quality evidence from the workforce
zotero_only,2026,,Trying to Get Out from under Water: Paradox and Power in the Audit Senior Associate Role,audit,,,False,,True,VLYQWILI,english,2026::trying to get out from under water paradox and power in the audit senior associate role
zotero_only,2026,,Principal-versus-Agent Considerations in Revenue Recognition Under ASC 606 and Compliance Risk,unknown,,,False,,True,TJFEXHVV,english,2026::principal versus agent considerations in revenue recognition under asc 606 and compliance risk
zotero_only,2026,,The spillover effect of public firm audit regulation on private firm auditing: Evidence from common partners,audit,,,False,,True,5EWWHU8J,english,2026::the spillover effect of public firm audit regulation on private firm auditing evidence from common partners
zotero_only,2026,,With a Grain of Salt: Investor Reactions to Uncertain News and (Non)disclosure,disclosure,,,False,,True,MTLUEYUH,english,2026::with a grain of salt investor reactions to uncertain news and non disclosure
zotero_only,2026,,Carbon accounting quality: Measurement and the role of assurance,esg_csr,,,False,,True,56FQTCPN,english,2026::carbon accounting quality measurement and the role of assurance
zotero_only,2026,,Do auditors understand the implications of ESG issues for their audits? Evidence from financially material negative ESG incidents,audit,,,False,,True,QEHHIBR4,english,2026::do auditors understand the implications of esg issues for their audits evidence from financially material negative esg incidents
zotero_only,2026,,Social media livestreaming: Investor information or persuasion?,unknown,,,False,,True,ZQAJHHFL,english,2026::social media livestreaming investor information or persuasion
zotero_only,2025,"Lennox, Clive; Li, Bing; Qu, Jinxing",Are Auditor Reputations Affected by Private Communication Channels?,audit,,,False,,True,T8FVQLX8,integrity_propaganda_audit,2025::are auditor reputations affected by private communication channels
zotero_only,2025,"DeFond, Mark; Qi, Baolei; Si, Yi; Zhang, Jieying",Do signatory auditors with tax expertise facilitate or curb tax aggressiveness?,audit,,,False,,True,M9W9KIBE,integrity_propaganda_audit,2025::do signatory auditors with tax expertise facilitate or curb tax aggressiveness
zotero_only,2025,"Lennox, Clive S.; Li, Chan; Wang, Yiqian",A survey of the archival audit literature,audit,,,False,,True,95FMIJN3,integrity_propaganda_audit,2025::a survey of the archival audit literature
zotero_only,2025,"Defond, Mark; Zhang, Jieying",Audit failures: why they occur and some suggestions for reducing them,audit,,,False,,True,BNLNI78X,integrity_propaganda_audit,2025::audit failures why they occur and some suggestions for reducing them
zotero_only,2025,"Cong, Lin William; Liang, Tengyuan; Zhang, Xiao; Zhu, Wu","Textual Factors: A Scalable, Interpretable, and Data-Driven Approach to Analyzing Unstructured Information",unknown,,,False,,True,5ZE69R95,integrity_propaganda_audit,2025::textual factors a scalable interpretable and data driven approach to analyzing unstructured information
zotero_only,2025,"Amin, Keval; Berglund, Nathan R.; Eshleman, John Daniel; Lawson, Bradley P.","Audit partner facial structure, audit pricing, and audit quality",audit,,,False,,True,BMNJZEW5,integrity_propaganda_audit+english,2025::audit partner facial structure audit pricing and audit quality
zotero_only,2025,"Jiang, John Xuefeng; He, Shaohua; Wang, K. Philip",Partner wealth and audit quality: evidence from the United States,audit,,,False,,True,88G28C98,integrity_propaganda_audit+english,2025::partner wealth and audit quality evidence from the united states
zotero_only,2025,"Ru, Hong; Yang, Endong; Zou, Kunru",Early-life experience and CEOs' reactions to COVID-19,governance_comp,,,False,,True,KIESUW67,integrity_propaganda_audit+english,2025::early life experience and ceos reactions to covid
zotero_only,2025,"Hayes, Rachel M.; Jiang, Feng; Pan, Yihui; Tang, Huayi",Racial Disparities in Financial Complaints and the Role of Corporate Social Attitudes,unknown,,,False,,True,NBNY96VB,integrity_propaganda_audit+english,2025::racial disparities in financial complaints and the role of corporate social attitudes
zotero_only,2025,"Clifford, Christopher P; Ellis, Jesse A; Gerken, William C",Childhood Exposure to Misbehavior and the Culture of Financial Misconduct,fraud_enforcement,,,False,,True,Q44E9K6J,integrity_propaganda_audit+english,2025::childhood exposure to misbehavior and the culture of financial misconduct
zotero_only,2025,"Ham, Charles; Hann, Rebecca N.; Rabier, MaryJane; Wang, Wenfeng",Auditor Skill Demands and Audit Quality: Evidence from Job Postings,audit,,,False,,True,5VN9C7MC,integrity_propaganda_audit+english,2025::auditor skill demands and audit quality evidence from job postings
zotero_only,2025,"Aobdia, Daniel; Dong, Ting; Nilsson, Henrik; Zhu, Liwei",Does Personality Similarity Influence the Formation of Auditor-in-Charge-Client Relationships and Audit Quality? Evidence from Swedish Military Conscription Data,audit,,,False,,True,P5XC9R6D,integrity_propaganda_audit,2025::does personality similarity influence the formation of auditor in charge client relationships and audit quality evidence from swedish military conscription data
zotero_only,2025,,How does artificial intelligence shape audit firms?,audit,,,False,,True,YH3ZBC5N,english,2025::how does artificial intelligence shape audit firms
zotero_only,2025,,Litigation Risk and Key Audit Matter Disclosures: Evidence From a Quasi-Natural Experiment in China,audit,,,False,,True,FC9HPII4,english,2025::litigation risk and key audit matter disclosures evidence from a quasi natural experiment in china
zotero_only,2025,,"Client Restatement Announcement, Audit Office Human Capital Investment, and Audit Quality Improvements",audit,,,False,,True,5IHSLYWM,english,2025::client restatement announcement audit office human capital investment and audit quality improvements
zotero_only,2025,,Do major corporate customers deter supplier misconduct?,fraud_enforcement,,,False,,True,U3JXDLFB,english,2025::do major corporate customers deter supplier misconduct
zotero_only,2025,,Does generative AI facilitate investor Trading? Early evidence from ChatGPT outages,investors_capmkt,,,False,,True,AYQJHX38,english,2025::does generative ai facilitate investor trading early evidence from chatgpt outages
zotero_only,2025,,Women in charge: Evidence from hospitals,healthcare,,,False,,True,BSYVDA4W,english,2025::women in charge evidence from hospitals
zotero_only,2025,,Private equity in the hospital industry,healthcare,,,False,,True,G4UATJJU,english,2025::private equity in the hospital industry
zotero_only,2025,,Report to the Congress: Medicare Payment Policy,healthcare,,,False,,True,E3L8ZTMP,english,2025::report to the congress medicare payment policy
zotero_only,2025,,Accountable Care Organizations (ACOs): General Information,healthcare,,,False,,True,AX2IKI76,english,2025::accountable care organizations acos general information
zotero_only,2025,,Advance Payment ACO Model,healthcare,,,False,,True,DZDLQNAC,english,2025::advance payment aco model
zotero_only,2025,,ACO Investment Model,healthcare,,,False,,True,VETNZ5TG,english,2025::aco investment model
zotero_only,2025,,Next Generation ACO Model,healthcare,,,False,,True,4NIHG5E9,english,2025::next generation aco model
zotero_only,2025,,Vermont All-Payer ACO Model,healthcare,,,False,,True,G2Y5LBEC,english,2025::vermont all payer aco model
zotero_only,2024,"Gu, Zhihui; Sun, Wei; Zhou, Frank S.",Cultural Origin and Minority Shareholder Expropriation: Historical Evidence,governance_comp,,,False,,True,BJXY2ICZ,integrity_propaganda_audit,2024::cultural origin and minority shareholder expropriation historical evidence
zotero_only,2024,"Qian, Ruoyu",Communist propaganda and women's status,culture_propaganda,,,False,,True,TTV5YLGB,integrity_propaganda_audit+english,2024::communist propaganda and women s status
zotero_only,2024,"Lin, Yupeng; Shi, Rui; Yuan, Yannis; Zuo, Luo",The economics of auditing in China,audit,,,False,,True,7VNEUMSL,integrity_propaganda_audit+english,2024::the economics of auditing in china
zotero_only,2024,"DeFond, Mark; Li, Zengquan; Wong, T. J.; Wu, Kaiwen",Competence vs. Independence: Auditors' connections with members of their clients' business community,audit,,,False,,True,KGNKDT2G,integrity_propaganda_audit+english,2024::competence vs independence auditors connections with members of their clients business community
zotero_only,2024,"Kowaleski, Zachary T.; Sutherland, Andrew G.; Vetter, Felix W.",The Effect of Supervisors on Employee Misconduct,fraud_enforcement,,,False,,True,LBZBF5DX,integrity_propaganda_audit,2024::the effect of supervisors on employee misconduct
zotero_only,2024,"Huang, Allen H.; Pacelli, Joseph; Shi, Terrence Tianshuo; Zou, Yuan",Communicating Corporate Culture in Labor Markets: Evidence from Job Postings,culture_propaganda,,,False,,True,M7UUVRND,integrity_propaganda_audit,2024::communicating corporate culture in labor markets evidence from job postings
zotero_only,2024,"Gul, Ferdinand A; Lin, Bin; Yang, Zhifeng; Zhang, Min; Zhu, Haoran","Accounting personnel quality, audit risk, and auditor responses",audit,,,False,,True,YIQHRE4J,integrity_propaganda_audit,2024::accounting personnel quality audit risk and auditor responses
zotero_only,2024,"Dou, Huan; Khoo, Eunice S; Tan, Weiqiang; Zhang, Janus Jian","Superstition, risk aversion, and audit quality: evidence from China",audit,,,False,,True,MCPLQJVL,integrity_propaganda_audit,2024::superstition risk aversion and audit quality evidence from china
zotero_only,2024,,It's a matter of style: The role of audit firms and audit partners in key audit matter reporting,audit,,,False,,True,XNZYHYFJ,english,2024::it s a matter of style the role of audit firms and audit partners in key audit matter reporting
zotero_only,2024,,"Mortgage Lock-In, Mobility, and Labor Reallocation",unknown,,,False,,True,BFI9XN7A,english,2024::mortgage lock in mobility and labor reallocation
zotero_only,2023,"Pittman, Jeffrey; Stein, Sarah E; Valentine, Delia F",The importance of audit partners' risk tolerance to audit quality,audit,,,False,,True,S686I7ST,integrity_propaganda_audit+english,2023::the importance of audit partners risk tolerance to audit quality
zotero_only,2023,,Do internal control weaknesses affect firms' demand for accounting skills? Evidence from US job postings,audit,,,False,,True,VBKMFV6B,english,2023::do internal control weaknesses affect firms demand for accounting skills evidence from us job postings
zotero_only,2023,,Does the accountant shortage impair efficient resource allocation?,unknown,,,False,,True,U7MPDUKU,english,2023::does the accountant shortage impair efficient resource allocation
zotero_only,2023,,Fragmented care and chronic illness patient outcomes: A systematic review,healthcare,,,False,,True,6AZPYCKB,english,2023::fragmented care and chronic illness patient outcomes a systematic review
zotero_only,2022,"He, Xianjie; Kothari, S. P.; Xiao, Tusheng; Zuo, Luo",Industry-Specific Knowledge Transfer in Audit Firms: Evidence from Audit Firm Mergers in China,audit,,,False,,True,Z6WKNG2H,integrity_propaganda_audit+english,2022::industry specific knowledge transfer in audit firms evidence from audit firm mergers in china
zotero_only,2022,"Chen, Kevin C. W.; Chen, Tai-Yuan; Han, Weifang; Yuan, Hongqi",Auditors Under Fire: The Association Between Audit Errors and the Career Setbacks of Individual Auditors,audit,,,False,,True,KGQQGVSB,integrity_propaganda_audit,2022::auditors under fire the association between audit errors and the career setbacks of individual auditors
zotero_only,2022,"Chu, Jenny; Florou, Annita; Pope, Peter F",Auditor university education: does it matter?,audit,,,False,,True,EBVSRIUS,integrity_propaganda_audit,2022::auditor university education does it matter
zotero_only,2022,,Man versus machine: Complex estimates and auditor reliance on artificial intelligence,audit,,,False,,True,BRDFJQWA,english,2022::man versus machine complex estimates and auditor reliance on artificial intelligence
zotero_only,2022,,Ancillary cost implications of physicians multisiting and inter-organizational collaboration during healthcare delivery,healthcare,,,False,,True,ZW3X6EQJ,english,2022::ancillary cost implications of physicians multisiting and inter organizational collaboration during healthcare delivery
zotero_only,2022,,Impact of the Hospital Readmission Reduction Program on hospital readmission and mortality: An economic analysis,healthcare,,,False,,True,TPIZ4V8L,english,2022::impact of the hospital readmission reduction program on hospital readmission and mortality an economic analysis
zotero_only,2021,"Defond, Mark L.; Zhang, Fan; Zhang, Jieying",Auditing research using Chinese data: what's next?,audit,,,False,,True,87NG7A5M,integrity_propaganda_audit+english,2021::auditing research using chinese data what s next
zotero_only,2021,"Li, Kai; Mai, Feng; Shen, Rui; Yan, Xinyan",Measuring Corporate Culture Using Machine Learning,culture_propaganda,,,False,,True,XBUL6HN8,integrity_propaganda_audit,2021::measuring corporate culture using machine learning
zotero_only,2021,"Rajgopal, Shivaram; Srinivasan, Suraj; Zheng, Xin",Measuring audit quality,audit,,,False,,True,6G8BX58T,integrity_propaganda_audit+english,2021::measuring audit quality
zotero_only,2021,"Hayes, Rachel M.; Jiang, Feng; Pan, Yihui",Voice of the Customers: Local Trust Culture and Consumer Complaints to the CFPB,culture_propaganda,,,False,,True,SQG8QNEQ,integrity_propaganda_audit+english,2021::voice of the customers local trust culture and consumer complaints to the cfpb
zotero_only,2021,"Dimmock, Stephen G.; Gerken, William C.; Van Alfen, Tyson",Real Estate Shocks and Financial Advisor Misconduct,fraud_enforcement,,,False,,True,E76DIS7R,integrity_propaganda_audit,2021::real estate shocks and financial advisor misconduct
zotero_only,2021,,Impacts of performance pay for hospitals: The readmissions reduction program,healthcare,,,False,,True,R5TF6ENY,english,2021::impacts of performance pay for hospitals the readmissions reduction program
zotero_only,2020,"Goldsmith-Pinkham, Paul; Sorkin, Isaac; Swift, Henry","Bartik Instruments: What, When, Why, and How.",methodology,,,False,,True,LXA2VSNC,integrity_propaganda_audit,2020::bartik instruments what when why and how
zotero_only,2020,"DeFond, Mark; Hu, Jinshuai; Hung, Mingyi; Li, Siqi",The effect of fair value accounting on the performance evaluation role of earnings,unknown,,,False,,True,8IN5EHSN,integrity_propaganda_audit,2020::the effect of fair value accounting on the performance evaluation role of earnings
zotero_only,2020,"Kowaleski, Zachary T.; Sutherland, Andrew G.; Vetter, Felix W.",Can Ethics Be Taught? Evidence from Securities Exams and Investment Adviser Misconduct,fraud_enforcement,,,False,,True,VUTU7RHL,integrity_propaganda_audit,2020::can ethics be taught evidence from securities exams and investment adviser misconduct
zotero_only,2020,"Lennox, Clive; Wang, Chunfei; Wu, Xi","Opening up the ""black box"" of audit firms: The effects of audit partner ownership on audit adjustments",audit,,,False,,True,5D6C6C4X,integrity_propaganda_audit,2020::opening up the black box of audit firms the effects of audit partner ownership on audit adjustments
zotero_only,2020,"Church, Bryan K; Dai, Narisa Tianjing; Kuang, Xi; Liu, Xuejiao",The role of auditor narcissism in auditor-client negotiations: Evidence from China,audit,,,False,,True,GKX69PBC,integrity_propaganda_audit,2020::the role of auditor narcissism in auditor client negotiations evidence from china
zotero_only,2020,,Entropy-Balanced Accruals,unknown,,,False,,True,VRH2XDXA,english,2020::entropy balanced accruals
zotero_only,2020,,"Empirical research in healthcare operations: Past research, present understanding, and future opportunities",unknown,,,False,,True,89QEQB9G,english,2020::empirical research in healthcare operations past research present understanding and future opportunities
zotero_only,2020,,The only prescription is transparency: The effect of charge-price-transparency regulation on healthcare prices,disclosure,,,False,,True,WFWYQ5A7,english,2020::the only prescription is transparency the effect of charge price transparency regulation on healthcare prices
zotero_only,2019,"Kallunki, Jenni; Kallunki, Juha-Pekka; Niemi, Lasse; Nilsson, Henrik; Aobdia, Daniel",IQ and audit quality: Do smarter auditors deliver better audits?,audit,,,False,,True,Q9W9XLND,integrity_propaganda_audit+english,2019::iq and audit quality do smarter auditors deliver better audits
zotero_only,2019,"Kadous, Kathryn; Zhou, Yuepin",How does intrinsic motivation improve auditor judgment in complex audit tasks?,audit,,,False,,True,TK8MHX2H,integrity_propaganda_audit,2019::how does intrinsic motivation improve auditor judgment in complex audit tasks
zotero_only,2019,,Corporate culture and analyst catering,analysts,,,False,,True,8J6PZC2A,english,2019::corporate culture and analyst catering
